name,parkprop,parknumber,commboard,council,dimen,extant,Cost
Judge Frank D. Paulo Memorial,N,,1.0,49.0,Group H: 6'; Pedestal H: 3' W: 8' D: 5',Y,30000.00
Bernard M. Baruch Memorial,Y,M165,3.0,2.0,"Bust H: 2'2""; Pedestal H: 4'4"" W: 1'6"" D: 1'3""; Stele H: 7'6"" W: 4'10""; Platform W: 6'2"" D: 4'2""",L,
Theodore Kasimiroff Plaque,Y,X092,0.0,11.0,"H: 12"" W: 16"" Diameter 7""",N,
Dr. Alexander J.C. Skene,Y,B040,19.0,33.0,,Y,"$5,000"
Lions (2),N,M008,5.0,3.0,"6'h x 10'6""l x 4'w",Y,
Louis Armstrong Memorial,O,Q099,15.0,21.0,"H: 1' W: 1'6"" D: 3/8""",Y,
Discus Thrower,Y,M104,11.0,8.0,"Sculpture: H: 7'2"" W: 2'10"" D: 3'9""; Base: H: 4'2"" W: 3'4"" D: 4'5"" Overall: H: 11'4"" W: 3'4"" D: 4'5""; Plaque H: 6""  W: 11""",Y,
Chester Alan Arthur,Y,M052,5.0,3.0,"Total H: 15'2""; Figure and integral plinth H: 9'  W: 3'9"" D: 5'4"" ; Pedestal H: 9' W: 4'9"" D: 6'4"" (all approximate)",Y,"$25,000"
Susan E. Wagner,Y,M060C,8.0,4.0,"10""h x 14""w",Y,
Jamaica Estates,Y,Q030,24.0,8.0,,Y,
Dyckman-Dean-Welch Plaque,Y,M026,12.0,7.0,"h 2'10"" x w 2'2""",N,
John P. Brennan,Y,Q102,5.0,30.0,"H: 18"" W: 24""",M,
Aspca Headquarters,N,,8.0,4.0,,Y,
Sullivan's Attack,Y,R019,1.0,49.0,,Y,
"Hudson, Henry Memorial",Y,M071,0.0,6.0,19'h x 9'diam,NM,
George Washington Bicentennial Tree Marker,Y,M009,12.0,7.0,"11""h x 16""w",Y,
Dennis Joseph Metcalfe,Y,M089,5.0,2.0,"Tablet H: 11"" W:14""; Plaque H: 14"" W:17"" D:15""",S,
Prospect Cemetery,N,,12.0,28.0,no,Y,
General William Jenkins Worth Monument,Y,M101,5.0,3.0,"Obelisk H: 51'; base L: 15' W: 15'; each side of fence 35'2""",Y,"$24,155"
Consolidation of Greater New York,N,,1.0,1.0,,Y,
Henry Neufeld Playground Plaque,Y,M071,7.0,6.0,"Plaque H: 9"" W: 1'; Boulder H: 1'9"" L: 2'4""",Y,
Josephine Shaw Lowell,Y,M008,5.0,3.0,Lower basin Diameter: 32'; Upper basin Diameter: 13,Y,"$15,000"
Alfred J. Kennedy Memorial Flagstaff,Y,Q100,7.0,20.0,"H: 3'9"" W: 4' D: 4'",Y,
Gertie A. Gorman Memorial,Y,M031,12.0,10.0,"H: 9' W: 17' D: 1'6""",Y,
General Daniel Butterfield,Y,M087,9.0,9.0,"H: 15'4"" D: 3'3""",Y,
Private Michael J. Lynch Flagstaff,Y,M001,2.0,3.0,"H: 4"" W: 8""",Y,
Captain Jacob Joseph,Y,M122,3.0,1.0,"Tablet H: 10"" W: 1'4 ½""",M,
Crotona Park Tennis House,Y,X010,3.0,15.0,"H: 37 ½"" D: 26 ½""",M,
John F. Kennedy Memorial,Y,B040,19.0,33.0,"H: 7'4 ½""",Y,
Isham Park Memorial,Y,M043,12.0,7.0,"H: 1'2"" W: 2'8""",Y,
Cpl. William Leonard Square,Y,Q214,7.0,19.0,"H: 9"" W: 6"" D: ¼""",Y,
Linden Heights War Memorial,Y,B162,12.0,38.0,"Plaque H: 12"" W: 14""  D: ¼""",N,
Newton and Darwin,N,,7.0,6.0,"5'6"" x 2'2"" x 2'",Y,"$50,000"
James Gordon Bennett Memorial,Y,M036,5.0,3.0,"Bell H: 74"" D: 45""; Minerva H: 11'; Left Figure H: 7'4""; Right Figure H: 6'11""; Plinth H: 5"" L:10'4""",Y,
"Tee-van John, retirement plaque",O,X002,14.0,12.0,"9""h x 12""w",Y,
Boy and Duck Fountain,Y,B073,0.0,39.0,"Figure on pedestal H: 3'10""",N,500.00
"hale, nathan tablet",N,,6.0,4.0,"2'h x 1'8""w",Y,
rhinelander columns (5),N,,1.0,1.0,,Y,
Fountain of Youth,O,X002,14.0,12.0,"H: 10"" W: 12""",Y,
Duane Park Plaques,Y,M025,1.0,1.0,"Each plaque H: 1'8"" W: 1'9""",Y,"$1,650.00"
Egbertville World War Memorial,Y,RZ03,,50.0,,Y,
Athena,Y,Q436,1.0,22.0,"Figure H: 7'9""; pedestal H: 4'6"" L: 3'4"" W: 3'4"" (all approximate)",Y,"$85,000 (architect's estimate for installation)"
"zenger, john peter",N,,1.0,1.0,,Y,
Hero Park World War Memorial Plaque,Y,R011,1.0,49.0,,Y,
Summer,N,,1.0,1.0,,Y,
Brooklyn Borough Hall (Landmarks Tablet),N,B113C,2.0,33.0,,Y,
"paine, thomas",N,,2.0,3.0,"1'7 ½""h x 1'2 ½""w",Y,
Louie Stern Memorial,Y,M028,12.0,7.0,"H: 14"" W: 14""",Y,
Fort Hamilton War Memorial,Y,B033,10.0,43.0,Obelisk H: 22' W: 4'; Eagle H: 2',Y,"$8,000"
John Purroy Mitchel Flagstaff,Y,M054,12.0,10.0,"H: 2'6"" W: 4'9""",S,
William Earl Dodge,Y,M008,5.0,3.0,"Fgure H: 7'6"" W: 2'10"" D: 2'4""; Pedestal H: 6'6"" W: 3'8"" D: 3'8""",Y,
New York Korean War Veterans Memorial,Y,M005,1.0,1.0,"Obelisk H: 15' W: 10'6"" D: 4'5""; base H: 5' W"": 10'6"" x d 6'; each marker front h 2'6"" x rear h 3' x w 3' x d 2'; plaza diameter 50'",Y,450000.00
Vatican Shrine,Y,Q099,15.0,21.0,,Y,
Washington Irving Memorial,Y,B073,0.0,39.0,,Y,
Kennedy House (Washington & Lee),N,,1.0,1.0,,Y,
Joseph A. Guider Memorial,Y,B044,9.0,35.0,,Y,"$15,500"
Bayside Civil War Boulder,Y,Q316,11.0,19.0,"Boulder H: 5' W: 3' D: 4'; Plaque H: 1'8"" W: 1'3"" D: 3/8""",Y,
Columbus Square Tablet,Y,Q137,1.0,22.0,"Diameter: 24""",Y,
Father Giorgio Memorial,Y,B223T,1.0,33.0,,Y,
grants tomb bronze busts,O,,9.0,9.0,"2'6""",Y,
Leiv Eiriksson,Y,B052,10.0,43.0,"Tablet (top) H: 29"" W: 22"", Tablet (bottom) H: 8"" W: 22""; Stele H: 10'4"" W: 2'",Y,
Revson Fountain,Y,M232,7.0,6.0,Diameter: 38' D: 4',Y,
Pulitzer Fountain Tablet,Y,M062,5.0,4.0,"1'3""h x 1'1""w",M,
Bronx Victory Memorial,Y,X033,7.0,11.0,"Group H: 7'; Pedestal H: 6'6""",Y,
Poe Cottage Landmarks Tablet,Y,X040,7.0,15.0,"H: 15"" W: 23""",M,
Lt. Nick Lia Memorial,Y,R111,1.0,49.0,Stone L: 3'  W: 2' D: 1'; Flagstaff H: 25',Y,"Stone: $500; Flagpole $750-1,000"
Freedom of the Human Spirit,Y,Q099,15.0,21.0,"Group H: 20' W"" 9'10"" D: 9'10""; Pedestal H: 2' 2 1/4"" Diameter: 10'6""",Y,
Metropolitan Life Insurance Company Memorial,Y,M052,5.0,3.0,"H: 12"" W: 20"" D: ½""",Y,
Mowgli Singes the Tiger,O,B073,0.0,39.0,,Y,
Washington Heights-Inwood War Memorial,Y,M054,12.0,10.0,"H: 12'10"" Diameter 12'; each memorial tablet, 14"" x 17""",Y,
Corporal John A. Seravalli Tablet,Y,M237,2.0,3.0,"H: 16"" W: 21""",Y,
Haym Salomon Memorial,Y,QZ019,8.0,24.0,"Stele H: 4' W: 2'1"" D: 1'1""; Base H: 1' W"" 4'1"" D: 2'7""",Y,
Concord World War II Memorial,Y,,2.0,50.0,"Stele: H: 8'5"" W: 7'4"" D: 32""; Plaque H:-5'6"" W:48""",Y,
Kissena Park World War I Monument,Y,Q024,7.0,20.0,H: 3 ½' W: 6' D: 5' (overall),Y,400.00
Lithuanian Flyers Memorial,Y,B202,1.0,34.0,"H: 6' W: 7' D: 7'; Plaque H: 20"" W: 20""",Y,
Armed Forces Plaque,Y,M071,9.0,9.0,"24""h x 17""w",Y,
Thomas Garrisue Masaryk,Y,M088,3.0,2.0,"H: 12"" W: 16""",N,
Morris Park World War Memorial,Y,Q217,9.0,28.0,"Plaque 1 H: 4'6"" W: 2'6""; Plaque 2 H: 28 1/2"" W: 12""; Plinth H: 10' W: 5'4"" D: 2'",Y,1110.00
"ingersoll, robert g.",N,,6.0,2.0,"1'9""h x 2'9""w",Y,
Orestes Augustus Brownson,Y,,6.0,11.0,Bust H: 3 ½'; Pedestal H: 9' W: 8' D: 6',L,
quaker meeting house,N,,7.0,20.0,,Y,
American Memorial to Six Million Jews of Europe,Y,M071,7.0,6.0,"H: 3'11"" W: 3'11"" D: 4""",Y,
William Henry Seward,Y,M052,5.0,3.0,"H: 17'9"" W: 7'2"" D: 10'1""",Y,
Ludwig Van Beethoven,Y,B073,0.0,39.0,"Bust H: 4'; Pedestal H: 9'6"" W: 4' D: 3'",Y,"$2,000"
Fort Tryon Park Tablet,Y,M029,12.0,7.0,"H: 2'1 ½"" W: 1'11""",Y,
Rabbi  Dr. I. Usher Kirshblum Memorial,Y,Q370,8.0,24.0,"H: 6"" W: 2'1"" D: 1""",Y,
Hillcrest Veterans Square,Y,Z20,8.0,24.0,,Y,
Gustave Hartman,Y,M254,3.0,2.0,"H: 2'1"" W: 1'7""",M,
City Island World War Memorial,Y,X107,10.0,13.0,"H: 51"" W: 25 ½"" D: 1""d",Y,
The Hollow Way Plaque,Y,M071,0.0,9.0,"H: 2' W: 1'8""",S,
Broadway Bridge,O,,8.0,10.0,"H: 30"" W: 36"" D: ¾""",Y,
Harlem Hybrid,Y,M189,9.0,7.0,"H: 10'6"" W: 12'7"" L: 27'; Weight:: 5,500 lbs.",Y,
S.S. Savannah Memorial Weathervane,Y,M144,3.0,1.0,"weathervane h 6'6"" x l 1' x w 9¾""; pole h 10' x diameter 1'",N,
Mowgli and Animal Friends Attack the Monkey City,O,B073,0.0,39.0,,Y,
Adoption of the Constitution,Y,X092,0.0,11.0,"H: 8¼"" W: 1'",Y,
Kimlau War Memorial,Y,M246,3.0,1.0,"H: 18'9"" W:16' D: 2'",Y,
Clara Coffey Tablet,Y,M108P,6.0,5.0,"H: 8"" W: 1'4"" D: 8""",Y,
Mozart Memorial,Y,B073,0.0,39.0,"Bust H: 4'6""; Pedestal H: 11' W: 4'5"" D: 4'5""; Pedestal decoration Diameter: 2'",Y,"$6,000"
Gene Farmer Tablet,Y,R111,1.0,49.0,"H: 1'6"" W: 10"" D: 1""",M,
Old West Farms Soldiers Cemetery,N,,6.0,15.0,,Y,
Queens County Memorial Tablet,Y,,9.0,29.0,see memo,M,
Nathan Hale,Y,M013,1.0,1.0,"Figure H: 9' W: 3' D: 2'; Base W: 2'3"" D: 1'7¾""; Pedestal H: 6'2""  Diameter: 4'; Bandeau H: 2' Diameter: 4'5""",Y,
Declaration of Independence Plaque,Y,M013,1.0,1.0,"H: 2'1"" W: 3'",Y,
Fifth Avenue Flowers,Y,M008,5.0,3.0,"H: 19"" W: 41""",M,290.00
Captain Roald Amundsen Plaque,Y,R009,3.0,50.0,"Plaque L: 5'10"" W: 1'4""; Boulder H: 8' W: 4' D: 6' (approximate)",Y,
Christopher Columbus,Y,X068,6.0,15.0,"Bust and plinth H: 4'3""  W: 4'4"" D: 2'3""; Pedestal H: 5'7"" W: 2'7"" D: 2'3""",Y,
Benjamin Franklin,Y,,1.0,1.0,"Figure H: 10'6""; Pedestal H: 11'6"" W: 5'8""",Y,
Cortelyou House Tablet,Y,B111,6.0,38.0,"H: 46"" W: 53""",L,
public school #102,N,,10.0,43.0,,Y,
Gill and Bloom Plaques,Y,R127,1.0,49.0,,Y,
"The Bear, the Panther, the Snake and the Kite Pursuing the Monkey Tribe Through the Jungle",O,B073,0.0,39.0,,Y,
Fifteenth Milestone,Y,X092,0.0,11.0,"H: 4'2 ½"" W: 1'2"" D: 8""",Y,
Fort Tryon Park,Y,M029,0.0,0.0,,M,
Morris Dickstein Marker,Y,M089,5.0,2.0,"Tablet H: 11"" W:14""; Plinth H: 14"" W: 17"" D:15""",N,
Frank Frontera Park Tablet,Y,Q360M,5.0,29.0,"H: 12"" W: 17¾""",Y,
Madison Square Fountain,Y,M052,5.0,3.0,"11'6""h x 4'8""w x 11'3""d",N,
Ravenswood Memorial,Y,Q048,1.0,26.0,"Stele H: 8' W: 5' Diameter:  2'6""",N,1400.00
Washington A. Roebling Memorial,Y,B113C,2.0,33.0,see memo,Y,
George Washington Bus Terminal Bust,N,,12.0,10.0,"7'6""h x 24""w x 24""d",Y,
Prospect Park Tablet,Y,B073,0.0,39.0,"15""h x 23""w",N,
Flushing Park Memorial,Y,Q100,7.0,20.0,H: 40',Y,
New York City Building Tablet,Y,Q099,15.0,21.0,"H: 41"" W: 53""",N,
Litchfield Villa Landmarks Tablet,Y,B073,0.0,39.0,,Y,
Courtlandt Avenue Public Comfort Station Plaque,Y,X032,3.0,17.0,"H: 20"" W: 24"" D: ½""",N,
Major General Frederick D. Grant,Y,M071,9.0,9.0,"H: 6'1 ½"" Diameter: 8'",Y,
Frank J. McManus Memorial,Y,,1.0,22.0,"H: 12"" W: 18"" D: 1""",Y,
Johann Wolfgang von Goethe,Y,M008,5.0,3.0,"Overall H: 9'5 ½"" W: 1'5 ½"" D: 1'1""",Y,
Triumph of the Human Spirit,Y,M030,1.0,1.0,H: exceeds 50'; Weight exceeds 300 tons,Y,
Confucius,N,,3.0,1.0,"figure h 8' x diameter 3'8""; plinth h 6½""; pedestal h 8' x w 10' x d 10'; total h 16' (approximate)",Y,"$750,000"
Deborah Moody Square,Y,B211,15.0,47.0,"Tablet H: 9"" W: 12"", Plinth H: 10"" W: 13""",Y,
Thomas Willet,N,,1.0,1.0,,Y,
"Kennedy, John F. Flagstaff",N,,23.0,23.0,"plq: 12""h x 16""w",Y,
John Howard Payne,Y,B073,0.0,39.0,"H: 41"" W: 28"" D: 19""",L,"$4,000"
Crime Victims Memorial,Y,M013,1.0,1.0,"Front H: 10""; Rear H: 1' W: 2' D: 1'",Y,
Fort Number Four,Y,X038,8.0,14.0,"H: 30"" W: 42""",Y,
Callahan-Kelly Post Flagpost,Y,B030,8.0,37.0,"H: 5'4"" W: 2'6"" D: 2'6""",M,
Forest Park Flagstaff,Y,Q015,16.0,30.0,"Flagstaff H: 69'; Plaque H:15 ¼"" W: 16"" D: ½""",M,
Charles and Edward Steinkamp,Y,M089,5.0,2.0,"Tablet H: 11"" W: 1'2""; Plinth H: 1'2"" W: 1'5"" D: 1'3""",N,
Bronx Parkway Fountain,Y,X002,14.0,12.0,"H: 18'4"" W: 60"" D: 4""",S,2000.00
Joseph Rodman Drake,Y,X015,2.0,17.0,"H: 8' W: 2' D: 2'; Plaque H: 2' W: 1'3""",Y,
Dawn of Glory,Y,Q020,5.0,30.0,"Figure H: 10'; Pedestal H: 5' W: 12' D: 11'; Tablet H: 2'4"" W: 2'6""",Y,
Brower Park Memorial,Y,B012,8.0,36.0,"H: 10'7"" W: 5'3"" D: 3'",S,
Isham Park,Y,M043,12.0,7.0,,N,
Theodore A. Havemeyer Lilac Garden,O,X002,14.0,12.0,"H: 16"" W: 22""",Y,
Freedom Tree Marker,Y,M013,1.0,1.0,"Plaque H: 7"" W: 1'",Y,
Freedom Tree Marker,Y,M052,5.0,3.0,"Plaque H: 7"" W: 1'",Y,
Fountain of Life,Y,X002,14.0,12.0,,Y,7500.00
Central Hollis Square,Y,QZ039,12.0,27.0,"H: 16"" W: 26""",M,
New Dorp World War I Memorial,Y,RZ004,2.0,51.0,"Tablet H: 36"" W: 25""; Overall H: 74"" W: 42"" D: 32""",Y,
Lieutenant Colonel Isaac Barre,Y,M013,1.0,1.0,"Tablet H: 2' W: 2'7""; Plinth H: 2'7"" W: 4'4"" D: 1'6""",Y,400.00
Bristol Basin,Y,M164,6.0,4.0,,M,
Gracie Mansion,Y,M081,8.0,5.0,"H: 7"" W: 1'3""",M,
Cespino-Russo Post Plaque,Y,R046,2.0,50.0,"Tablet H: 17¾"" W: 12""; Plinth H: 11"" W: 22"" D: 20""",Y,
Split Rock Tablet,Y,X039,0.0,13.0,"H: 31"" W: 42""",N,$250
Kenneth S. Seewald Memorial,Y,X092,0.0,11.0,"h 1' x w 1'4""",M,
Henry W. Maxwell Memorial,Y,B040,19.0,33.0,"Plaque H: 4'3¼"" W: 3'1½"" D: 1¼""; Boulder H: 8' W: 6'",Y,
Dyckman Municipal Landmark Plaque,Y,M026,12.0,7.0,"Plaque H: 1'3"" W: 1'11""; Medallion Diameter: 7"" (approximate)",N,
Holocaust Memorial,N,,5.0,2.0,"Column H: 3'1"" W: 3' D:1'6""; Pedestal H: 1' W: 5' D: 3'",Y,"$92,100"
Newcomb Fountain,Y,M016,3.0,2.0,"granite, iron",N,
"Queens Village, Bellerose Memorial",Y,Q047,13.0,27.0,"H: 104"" W: 6'6"" D: 1'6""; 7""step",Y,
Croton Aqueduct Descriptive Tablet,N,M008,5.0,3.0,,Y,
Grand Street Boys War Tablet,Y,M083,7.0,6.0,"H: 1'3"" W: 1'9""",Y,
Nobel Monument,Y,M053,7.0,6.0,"H: 11'6""; Medallion Dia: 3'5""",Y,
Jacob Joffe,Y,B324,18.0,46.0,"H: 15"" W: 10"" D: ¼""",M,
Milan R. Stefanik,Y,M088,3.0,2.0,see memo,Y,
"muss, cpl. larry",N,,7.0,19.0,"10 ½""h x 24""w x 12 ½""d",Y,
Whiting Square Memorial,Y,Q257,9.0,32.0,"11""h x 1'8""w",M,
Bowling Green Fence Plaque,Y,M007,1.0,1.0,"H: 18"" W: 23""",Y,
Hennessy Park World War I Flagstaff,Y,080B,13.0,37.0,"Base H: 44"" W: 40"" D: 40""; Plaque H: 29 7/8"" W: 19 13/16""",Y,
Frank L. Dowling,Y,M011,4.0,3.0,"H: 5'10"" W: 2' D: 2'",Y,
Richard S. Newcombe,Y,QZ023,9.0,29.0,see memo,Y,
Line of Defense,Y,B073,0.0,39.0,"H: 24¾"" W: 33""",Y,
Appellate Court Building,N,,5.0,2.0,see indiv. listings,Y,
Flushing Memorial,Y,Q100,7.0,20.0,"Figure H: 14' W: 7' D: 3'; Pedestal H: 4' 6"" W: 14'2"" D: 10'1""",Y,
Bronx Victory Memorial,Y,X039,11.0,13.0,Column H: 75'; Figure H: 18'; Pedestal H: 18' W: 50' D: 27'; Terrace H: 3' W: 164' x D: 82',Y,
Harlem Heights First Line of Defense Marker,Y,M095,9.0,7.0,"Plaque H: 1'8"" W: 1'6""; Boulder H: 3' W: 2'6"" D: 2'6""",Y,$100
Daniel D. Tompkins,Y,R024,1.0,49.0,"H: 1'8"" W: 1'6""; Boulder H: 40"" W: 40""",Y,
"Ecker, Frederick H.",N,,0.0,0.0,shaft 7'h,Y,
Frederick Johnson Memorial,Y,M159,10.0,9.0,"H: 3'4"" W: 1'8"" D: 7 ½""",Y,
Time Sculpture at Lincoln Center,Y,M020,7.0,6.0,"West clock Diameter: 5' (approximate); north clock Diameter: 4'8"" (approximate); upper southeast clock Diameter: 4'6"" (approximate); lower southeast clock Diameter: 1' (approximate); form H: 18'; base H: 3'6"" (approximate)",Y,"$750,000 (approximate)"
"John Vincent Daniels, Jr. Plaque",Y,Q065,2.0,26.0,"plaque h 1'6"" x w 2' x d ½""; plinth h 2'4"" x w 2'2"" x d 1'8""",Y,
Local Board no. 1 marker,N,X023,1.0,17.0,"4'4""h x 4'4""w x 4'4""d",N,
Robert Ray Hamilton Fountain,Y,M071,7.0,6.0,"H: 11'5"" W: 17'5"" D: 10'2""",Y,
Corporal Sam Abrams,Y,B073,19.0,39.0,"Plaque H: 4""  W: 7""; Base H: 8""  W: 11""",N,
Battery Park Underpass Marker,N,M005,1.0,1.0,"h 2'5¾"" x w 3'6"" x d 1""",Y,
Admiral David Glasgow Farragut,Y,M052,5.0,3.0,"Figure H: 9'; Pedestal with exedra wings H: 9' W: 17'6"" D: 9'6""",Y,
Lost Battalion Hall Plaque,Y,Q401,6.0,25.0,"H: 27"" W: 38""",Y,
Corporal Robert Gray Tree Marker,Y,Q015,16.0,30.0,,Y,
Anthony R. Gaeta Memorial,Y,R126,1.0,49.0,"Plaque H: 1'6"" at center and 1'3"" at sides W: 2'6""",Y,"$5,900; DPR (capital funds)"
Garibaldi Marker,Y,B158,11.0,50.0,"H: 4'3"" W: 2' D: 11""",Y,
Forest Hills-Rotary Club Flagstaff,N,,6.0,29.0,,Y,
Antonio Meucci Memorial,Y,B242,15.0,47.0,"H: 62"" W: 52"" D:40"" Diameter: 52""",Y,
Morty Arkin Memorial Plaque,Y,Q004,1.0,22.0,"H: 1'4"" W: 2'",Y,
King Park (sundial fragment),Y,Q023,12.0,0.0,,S,
Boy Scout's Tablet,Y,B073,0.0,39.0,,Y,
Cpl. Louis Zimmerman,Y,X087,11.0,11.0,"H: 14"" W: 24 ½""",Y,
Fort Stirling Marker,Y,B036,2.0,33.0,"H: 17 ½"" W: 26¾""",Y,500.00
Luis R. Lopez Memorial,Y,R125,1.0,49.0,"Base H: 9'3""; each (?) plaque H: 1'6""",Y,
Emilio Barbosa Memorial,Y,M009,12.0,7.0,"H: 1'4"" W: 1'4""",Y,
Jeanette Park Memorial,Y,M046,1.0,1.0,,N,
U.S.Customs House Landmark Plaque,N,,1.0,1.0,,Y,
Sarah Willets Meyer,Y,,7.0,19.0,"H: 23"" W: 36 ½"" D: ½""",Y,
Annadale Memorial,Y,R080,3.0,1.0,"Plaque H: 2' W: 1'5½"" D: ¼""",Y,
Louis Kossuth,Y,M071,9.0,9.0,H: 22' W: 22' D: 22',Y,
hillman cooperative houses,N,,3.0,2.0,,Y,
Captain George H. Tilly,Y,Q052,8.0,24.0,"11""h x 1'5""w; Base: 1'8""h x 1'8.5""w x 1'.5"" d",Y,
Subway Tablet (Underground Railway),Y,M013,1.0,1.0,"3'7""h x 5'6""w",Y,
Jacob H. Schiff Fountain,Y,M082,3.0,1.0,see memo,Y,"$50,000"
Harold W. Cohn Memorial,Y,B115,1.0,33.0,"Stele H: 6'7"" W: 1'8"" D: 8""; Plaque H: 3' W: 10"" D: 1½""",Y,
Civil Engineers Plaque,Y,M013,1.0,1.0,"H: 15 ¼"" W: 24 ¼""",Y,
Harlem Heights Third Line of Defense Plaque,N,,12.0,7.0,,Y,
Grant's Tomb,O,M071,9.0,9.0,150'h x 90'w x 90'd,Y,
Bowling Green Fountain,Y,M007,1.0,1.0,Diameter: 45' (approximately),Y,50000.00
Seventh Draft Board,Y,X004,9.0,11.0,"20'h x 9'5""diam",Y,5000.00
Lawrence Entrance,Y,Q099,15.0,21.0,,Y,
Prospect Park: 100th Anniversary Plaque,Y,B073,0.0,39.0,"H: 18 ½"" W: 47 ½""",Y,
Peace Plaza,Y,X003,11.0,13.0,"Each stone H: 3'4"" W: 2'2"" D: 1'1""",Y,
Woodlawn Heights War Memorial,Y,X092,0.0,11.0,,Y,
Alexander Hamilton,N,,9.0,7.0,"17'6""h x 3'3""w x 4'd",Y,
Henry F. Lutz,Y,Q099,15.0,24.0,"H: 3'6"" W: 3'6""",M,
house of refuge tablet,Y,M104,11.0,22.0,"39""h x 29""w x¾""d",N,
"jefferson, thomas",N,,16.0,42.0,"plque: 4""x6 ½""",Y,
Wilbur E. Colyer Square,Y,Q231,10.0,28.0,"H: 1'6"" W: 2'",Y,
Bruckner Blvd. Public Comfort Station Plaque,Y,X195B,9.0,17.0,"H: 20"" W: 24"" D: ½""",M,
Colonial Rose Garden Tablet,Y,R006,3.0,51.0,"H: 10"" W: 1'4""",Y,
Keltch Memorial Park Tablet,Y,X058,4.0,14.0,"H: 24"" W: 18"" D: 5/8""",N,
Henrietta Szold,Y,B073,0.0,39.0,"6""h x 8""w x ¼""d",S,
"Woodhull, General Nathan",N,,1.0,1.0,"H: 1'10"" W: 2'6""",Y,
Andrew Jackson,Y,M037,12.0,7.0,"H: 3'6"" D: 3'",N,
McDonald square memorial,Y,,1.0,22.0,"22""w x 15""d",N,
Andrew Jackson,N,,8.0,11.0,,Y,
potters field monument,N,,10.0,13.0,"11 ¼"" x 29¾"" x 1""d",Y,
Soldiers Monument,Y,Q224,2.0,26.0,Obelisk h 40' (?); base l 8' x w 8'; top figure h 10' (?); fence l 40' x w 40',Y,"$54,000"
Hero Park Memorial Plaque,Y,R011,1.0,49.0,,Y,
"new hampshire, u.s.s.",Y,M072,0.0,7.0,"2'11""h x 3' 4 ½""w",N,
Raoul Wallenberg Marker,Y,Q015,16.0,30.0,"Marker H: 4"" at front L: 2' W: 2'",Y,
Provost Prison,Y,M013,1.0,1.0,"Tablet H: 18"" W: 20""; Plinth H: 20: W: 22""",Y,
Montgomery Conifer Collection,O,X002,14.0,12.0,"H: 16"" W: 22"" D: ¼""",Y,
Edwin Booth,N,,6.0,2.0,"8'9""h",Y,
Henry Rutgers Beekman,N,,1.0,1.0,,Y,
George Washington at Valley Forge,Y,B168,1.0,33.0,"Statue: H:13' D:15'3""; Pedestal H: 18'8"" x  W: 8' D: 15'; Tablet H: 2'1"" x 3'5""w; Plinths H: 1'6"" W: 25'10""  D: 32'8""",Y,"$50,000"
Paul W. Kolbert Playground,Y,B150,14.0,48.0,"H:12"" W: 18""",Y,
Battle of the Bulge,Y,R031,,51.0,,Y,
Father Jerzy Popieluszko Monument,Y,B058,1.0,33.0,"H: 8' W: 3'6"" L: 2'6""; Total weight: 14,450 lbs",Y,
Edvard Grieg Memorial,Y,B073,0.0,39.0,"Bust H: 3'; Pedestal H: 9'3"" W: 3'4"" D: 3'1""; Plaque H: 6"" W: 1'6""",Y,2500.00
Red Hook Park Memorial,Y,B126,6.0,38.0,"Figure H: 7'6"" W: 2' 11 ½"" D: 3'; Pedestal H: 4'6"" W: 3'2 ¼"" D: 3'2 ¼""; Plaque H: 2' 3 ½"" W: 4' 3""",L,
Harlem Heights Second Line of Defense Plaque,N,,9.0,7.0,h 3' x w 2',Y,
Lt. J.F. Bryan Memorial,Y,X044,7.0,15.0,"H: 9"" W: 12""",M,
Brooklyn Bridge National Landmarks Tablet,O,,1.0,1.0,,Y,
Highbridge Park,Y,M037,12.0,10.0,,S,
Antonin Dvorak,Y,M086,6.0,2.0,"Figure H: 3'11¼"" W: 2'10"" D: 1'10""; Base H: 3'8½"" W: 2'5"" D: 1'11¼""; Total H: 7'8¾""; total weight: 2,700 pounds",Y,
Saint Mary's Park,Y,X045,1.0,17.0,"H: 36 ¼"" W: 24¾""",M,100.00
Parkchester Memorial and Fountain,N,,9.0,18.0,"st: 7'h x 51""w x 20 ½""d",Y,
Soul In Flight: Arthur Ashe Memorial,Y,Q099,15.0,21.0,Figure H: 14',Y,"$500,000"
Fiorello H. La Guardia,Y,M132,3.0,1.0,"Bust H: 1'6"" W: 1'11"";  Pedestal H: 6'9"" W: 2'8"" D: 1'2""",Y,
Father Francis P. Duffy,Y,M093,5.0,3.0,"Figure H: 7'6""; Pedestal H: 3'7"" W: 4'10 1/4"" D: 4'10 1/4""; Base H: 2'1""  W: 5'3 3/8"" D: 5'3 3/8""",Y,
Pratt and White Memorial Plaque,Y,B057,14.0,32.0,"H: 2' W: 1'4""",Y,
Police World's Fair,Y,Q099,15.0,21.0,"H: 30"" W: 35 ½""",Y,$700
Henry W. Maxwell Memorial,Y,,19.0,33.0,"Plaque h 4'3¼"" x  w 3'1½""  x d 1¼""",L,
Spanish Cemetery,N,,1.0,1.0,"18""h x 30""w",Y,
Edgemere War Memorial,N,,14.0,32.0,,N,
Columbus Park Tablet,Y,M015,3.0,1.0,"H: 2'1"" W: 2'9 ½""",M,
Wilbour Horse Trough,Y,M001,2.0,3.0,"1'10""h x 4'2""w x 2'8""d",N,
